productcategory,productbrand,productprice,customerage,customergender,purchasefrequency,customersatisfaction,purchaseintent
1,0,2377.663098266359,20,0,9,2,0
2,3,1040.2869012565657,69,0,10,1,0
2,3,1085.1624780520842,45,1,5,4,1
1,0,2707.16044371246,28,1,15,2,0
4,1,2959.7595097569624,20,0,1,3,0
3,0,2205.749021959873,28,1,9,5,1
1,0,608.9987906620546,32,0,1,5,1
3,3,2118.994681817846,68,1,16,5,1
4,3,1392.228606482938,38,0,7,5,1
0,0,2759.758668729344,26,1,12,4,1
3,1,746.2594814663481,49,1,19,2,1
4,4,1291.4482361993391,64,1,17,2,1
2,1,2270.124356627127,43,0,10,5,1
0,1,728.2459736680852,31,0,15,3,0
1,3,480.1383687826584,34,0,18,4,1
1,0,1152.285659062307,28,0,13,2,0
2,0,1419.7685623844643,37,0,18,3,0
2,0,2069.683746991892,35,1,3,1,1
3,0,556.2728805191382,54,0,2,2,0
0,2,627.0555417772885,24,1,3,2,0
4,1,1805.25571987727,57,1,19,5,1
0,4,1639.204654816419,56,1,9,2,1
4,0,2796.7456421110287,32,1,18,2,1
1,3,1868.803881217528,37,0,3,5,1
3,4,1189.1250061652386,26,0,8,5,0
1,4,1580.514026513885,66,0,13,3,0
0,2,714.5124247024474,40,1,4,2,1
1,1,1240.1401725703374,62,0,7,5,1
2,3,1812.908482858295,31,0,12,3,0
1,2,1717.2399880044695,37,0,14,2,0
3,0,1143.8690647046294,67,0,13,1,0
0,3,2982.8661605824477,63,1,19,5,1
3,0,2956.121404582658,19,1,5,1,0
3,0,2525.575493810647,20,0,7,2,0
4,3,2780.412724883862,27,0,16,2,0
0,0,2122.3471864088983,69,0,8,4,1
0,2,1439.6990194501332,46,0,5,5,1
1,4,1091.4918816759234,41,1,8,3,1
2,2,697.4681439152389,54,0,10,3,0
4,3,945.8862434919754,43,1,6,5,1
1,2,1303.0956361005592,55,1,17,1,1
2,3,1443.1010888832914,54,1,14,3,1
0,3,747.6031822968552,68,0,14,1,0
4,2,1786.0871180812708,45,0,8,4,1
0,0,1868.3413729779452,46,0,3,1,0
4,3,246.04575125633968,36,0,14,1,0
1,4,845.3916656126597,68,1,6,2,1
1,3,2505.0582203268355,38,0,15,3,0
2,4,2916.4319770078105,27,1,19,4,1
0,1,1559.488538402595,43,1,6,5,1
3,3,2110.76175885201,40,1,2,2,1
0,3,333.72661552061555,59,0,1,2,0
0,0,1979.4262150560585,66,1,7,2,1
2,3,2410.9855655335923,57,1,6,2,1
3,0,483.70600831835145,67,1,7,1,1
1,4,820.42533989798,63,1,19,4,1
1,3,1142.8119946036904,53,0,5,5,1
2,2,1269.076602491716,56,1,8,3,1
3,4,1507.090705251462,39,0,5,4,1
1,0,2955.09263945534,24,1,8,1,0
3,0,2451.1423403775366,24,1,14,5,1
3,0,2998.316764416786,28,1,19,3,0
2,4,1386.403522073097,22,1,10,3,0
3,3,2607.0641347712103,27,1,6,5,1
1,1,2610.553882356764,22,0,8,3,0
3,0,2149.371990601257,40,0,13,5,1
0,4,2444.1376423817087,45,1,5,1,1
0,3,2138.52797669309,42,0,1,2,0
3,3,2250.2825234112256,45,1,9,4,1
4,1,1197.9879646962177,46,0,13,3,0
4,2,1041.1019289862838,45,0,14,5,1
0,3,2965.1806962406326,24,0,3,2,0
4,3,2120.5132120905346,26,1,19,5,1
2,4,524.7034279236309,27,1,18,5,1
4,3,349.29217406251587,38,0,18,4,1
2,3,2796.7454842327998,60,1,3,5,1
0,3,1873.9876984576704,60,1,3,4,1
1,1,806.3552085959344,52,1,13,1,1
2,4,2815.4275683210503,62,0,17,4,1
1,4,1285.093874316986,30,1,9,5,1
1,0,2137.4928328533824,46,0,9,4,1
2,4,1037.9605222347311,31,1,18,4,1
2,2,580.2413268157804,64,1,2,2,1
0,1,964.1667747050589,62,0,12,5,1
2,4,435.1639656056456,56,1,12,3,1
3,0,910.8481952370954,67,1,18,1,1
3,4,2341.893765455301,19,0,3,2,0
2,4,2640.871462831192,46,1,10,5,1
1,3,978.4622837617412,20,1,13,4,1
2,4,2203.522338788397,52,1,16,4,1
2,4,433.8117467188587,27,1,1,4,1
4,0,2971.4859087879854,32,1,15,2,1
3,0,2264.0977899503027,30,0,9,5,0
2,0,1777.4579986317067,35,0,19,4,1
1,1,643.7454205943645,52,0,7,3,0
0,0,2855.3586100292305,67,1,6,2,1
1,1,112.35912462764324,49,1,3,4,1
4,4,2506.832143906848,52,1,9,5,1
4,3,2411.382259479044,68,0,18,4,1
3,1,1997.769804380997,37,0,4,5,1
3,0,759.350798214965,59,1,2,5,1
2,2,418.1699214501207,59,0,17,2,0
4,3,1983.974667313654,58,1,8,3,1
1,2,1896.743362650793,18,1,3,3,0
0,2,1519.280595978813,29,0,2,1,0
3,2,1380.273574568478,56,0,3,4,1
1,2,554.6437450311882,31,0,9,1,0
2,4,1881.002698596507,39,0,6,1,0
4,3,2287.410548139161,67,1,11,1,1
3,3,1911.914692942774,30,1,2,2,0
3,4,1744.725603937165,23,0,17,2,0
3,2,2689.114535647533,21,0,3,4,0
4,2,2531.265410426024,64,1,15,4,1
2,2,801.2588279840886,32,1,13,4,1
3,1,1136.861092954717,67,0,14,3,0
1,0,1445.8220970890493,65,1,12,3,1
4,3,655.2003135819226,57,1,14,4,1
1,4,433.6515859625833,34,0,14,1,0
2,4,1742.6171862811048,69,0,7,5,1
3,0,2017.9276079057552,52,0,14,2,0
0,3,1844.928422462036,19,1,4,2,0
3,3,387.4128440496854,23,0,15,1,0
3,4,1445.670522462586,21,1,8,1,0
2,2,2639.970514127256,28,1,19,1,0
1,4,754.5707546653103,32,1,11,4,1
1,4,1107.246958186851,33,0,19,2,0
4,1,1486.9804432980118,18,1,10,4,1
3,2,1519.1623145694734,31,1,5,2,1
0,2,684.9457979047612,23,0,11,2,0
1,4,1607.153343460377,50,1,5,4,1
1,2,1202.4804087041773,53,0,1,4,1
2,2,2304.196522328003,61,0,16,4,1
3,1,501.7260971389846,47,0,12,1,0
0,2,2452.763091146213,40,0,17,3,0
2,0,2636.261540488432,26,1,15,2,0
0,2,751.3772717019776,39,0,16,1,0
3,3,1407.515137764295,32,1,11,4,1
2,0,2742.548961858872,38,1,6,1,1
3,2,106.07320105783292,50,1,17,5,1
3,0,1694.249680159131,46,0,2,3,0
3,4,2167.694203979843,66,0,16,3,0
2,3,2896.7976510817675,67,0,11,1,0
3,4,1524.2917965898112,45,0,5,5,1
1,1,2312.5512174627643,55,0,7,5,1
3,0,1097.8954335972633,34,1,5,4,1
4,0,1788.8742202838832,56,0,4,1,0
2,1,305.8162545202134,55,0,12,1,0
3,4,2647.628110172545,28,1,19,4,1
3,3,2843.711885084978,55,0,14,4,1
0,0,973.4656527819192,26,1,15,2,0
1,0,281.91255280914066,26,1,19,5,1
3,4,1392.1480833638248,42,1,10,1,1
0,0,2268.8946364109697,48,1,11,3,1
1,2,2742.0253987678266,50,1,2,3,1
4,0,628.3143679009321,18,1,17,4,1
1,1,2415.121756887511,22,0,17,1,0
0,2,2907.5228179417995,22,0,18,2,0
3,3,886.2378976336933,35,0,8,2,0
2,1,2440.5980525512805,69,1,5,4,1
3,3,2381.429767308336,54,0,12,4,1
0,2,1147.2086554121045,55,1,13,2,1
3,2,1283.7301007603205,48,0,9,1,0
2,0,1823.205140625708,52,0,9,3,0
4,0,1411.1675730640927,47,0,8,4,1
4,0,1417.7274018349913,58,0,4,5,1
4,3,2458.203509809628,25,0,5,2,0
1,2,2209.701219156097,67,1,8,2,1
0,0,2082.704278086277,27,0,19,5,0
3,3,158.8554787801818,45,1,7,2,1
2,3,1863.6816124334557,34,0,7,2,0
3,0,2252.6533070168084,31,1,14,1,1
3,0,1221.6066167202775,50,0,14,1,0
2,4,2980.618001061241,69,1,4,3,1
1,2,1505.041020122679,25,1,12,5,1
4,1,1309.099196559997,62,0,3,4,1
0,2,1334.6311431464878,29,1,19,1,0
1,1,2014.7979476975893,69,1,1,2,1
0,3,361.2161250776834,53,0,9,3,0
2,0,2382.6857810423694,36,0,7,5,1
2,3,1050.3032810916825,28,0,11,2,0
1,1,1312.698281368023,67,1,13,4,1
2,3,851.3358234092176,50,1,17,2,1
3,4,2212.745105942601,65,0,12,1,0
4,3,2574.340035066575,64,1,2,3,1
2,0,2334.9366913095746,56,0,17,4,1
0,0,1920.3570356053303,42,1,16,2,1
2,0,535.6564561767295,43,0,15,4,1
4,0,1693.1302113358684,19,1,18,5,1
2,1,2932.46065729613,19,1,14,3,0
2,1,2275.855997255965,67,0,16,3,0
1,1,2722.516095817553,36,1,9,1,1
3,3,829.5000458859686,23,0,4,1,0
2,0,1003.2960390555749,54,0,12,3,0
2,4,1790.3824891936245,31,0,8,5,1
4,4,166.7606502323297,36,1,8,5,1
3,1,299.3273365990772,34,0,16,3,0
1,1,2486.869406079016,58,0,18,4,1
1,1,1334.284332687938,57,1,5,3,1
3,4,2650.35155924967,35,0,9,5,1
3,4,2746.4738827996616,30,0,18,2,0
3,0,2652.526999352617,50,0,19,2,0
1,0,1601.9251209446606,18,0,6,2,0
4,1,2951.6057827065656,32,0,10,4,1
3,4,1125.991578214943,56,1,16,4,1
3,1,898.5826097620994,53,1,19,5,1
0,3,1447.2245719371654,33,1,5,5,1
1,2,509.6463708678921,40,1,8,2,1
1,2,261.9350466043331,59,1,11,2,1
0,4,208.829573330414,45,0,16,5,1
3,0,1077.0095279275463,49,0,12,4,1
0,3,2489.969801377893,40,1,4,3,1
1,2,2225.538861177259,28,1,2,1,0
1,0,1909.6301055849297,61,0,7,2,0
0,1,1154.1106508530115,20,0,7,2,0
2,4,1303.1595575695917,32,1,2,4,1
4,4,1407.2045404515206,45,1,5,3,1
2,4,741.2836680481743,44,0,8,3,0
2,1,546.1963715668029,54,1,4,2,1
1,1,1666.362858432823,25,0,9,4,0
4,0,974.2314790376804,20,1,12,3,0
0,0,350.2795299684999,60,0,17,1,0
2,3,2664.272034073599,30,1,13,4,1
4,3,1114.4465764757997,49,1,3,2,1
2,3,271.176905765216,66,0,15,5,1
3,4,443.33994704493136,64,1,17,4,1
4,4,1056.0593573344022,41,0,17,5,1
1,2,2504.034279800799,62,1,13,1,1
3,3,1908.2920541383628,27,1,12,2,0
0,0,2624.9245214199286,54,0,18,1,0
1,3,235.4451838557132,66,1,4,5,1
0,4,1256.1128716117053,46,0,11,3,0
3,3,1913.8320144113736,68,0,6,2,0
4,0,434.7015114183502,60,1,17,1,1
0,0,964.1771640329996,31,1,4,2,1
1,3,991.1985405614254,46,1,9,5,1
0,1,706.3057204278521,65,0,14,5,1
1,1,138.0910773978015,32,1,8,3,1
4,1,719.4818211547077,33,0,1,3,0
3,2,2892.180300520234,30,0,10,2,0
1,1,1371.439860186562,50,0,8,3,0
3,1,2625.698213395345,30,0,8,2,0
3,2,1818.9897457199224,66,0,10,5,1
4,1,406.76034167948063,23,0,15,1,0
3,4,1360.6258820249602,40,0,4,4,1
4,4,2271.819174349243,44,1,14,2,1
1,0,1587.8322472845523,66,1,11,2,1
1,1,2473.01381456094,23,1,8,3,0
0,0,2141.3394991999685,21,0,1,4,0
3,2,236.2202483654947,42,0,10,1,0
2,2,715.2399366365727,69,1,16,5,1
4,4,2968.40060875237,19,1,3,3,0
3,0,1945.5716215946345,57,1,1,2,1
2,4,342.6624464023219,35,0,2,4,1
1,4,2641.91106083522,60,0,12,5,1
4,1,735.0975355031169,46,0,19,3,0
1,3,884.2803488279993,58,0,9,1,0
2,0,2891.971210183233,57,1,18,4,1
0,2,2147.511862456937,50,0,12,4,1
2,4,654.1952898884693,29,1,16,2,0
4,3,1261.4988958472134,62,0,12,3,0
0,0,2891.588662779889,47,0,2,5,1
1,2,1525.4141876091296,35,0,16,1,0
3,4,1418.6850032163031,40,1,1,5,1
0,0,2782.1670641218334,42,0,19,4,1
1,3,1167.0669226448942,41,1,18,3,1
4,4,2823.7573538979364,22,0,14,4,0
3,4,2953.253463426969,26,1,14,4,1
1,3,1453.115161005955,56,0,1,1,0
1,3,519.9559868902566,66,0,18,2,0
1,0,1476.8329520623645,48,1,6,4,1
1,4,2565.8345199382406,35,0,7,1,0
2,0,990.2707600293396,31,0,12,1,0
1,3,258.84039828462994,35,1,16,1,1
0,3,2943.414774468597,64,1,14,5,1
0,0,759.2184379051422,33,0,14,4,1
4,4,104.41717642221911,48,1,6,1,1
2,4,1578.7113662666045,41,0,18,3,0
4,4,135.76013584141802,43,1,4,4,1
3,1,336.1692468357951,69,0,12,2,0
1,4,937.6709150094068,33,1,4,5,1
1,3,2326.737274874652,50,1,5,4,1
0,1,1030.0188502518952,58,1,16,2,1
1,4,778.2501117104587,50,1,8,3,1
1,3,1309.607004174008,42,1,3,2,1
3,1,2289.993228319084,27,1,12,1,0
0,1,615.2855959530117,21,0,15,1,0
0,1,989.8700210089096,19,1,15,5,1
4,1,2141.778314261075,61,1,15,1,1
0,1,2611.852162474001,51,0,1,5,1
3,3,2985.414581522374,45,1,2,1,1
3,3,710.2869480307569,54,0,8,4,1
4,4,826.600660222749,65,1,17,4,1
0,2,2443.3252552569056,65,0,6,5,1
2,2,2608.6032522692785,61,0,19,3,0
4,4,1736.1697624379326,43,1,13,5,1
4,1,2458.1529491284878,37,1,18,3,1
3,2,1429.8861538946671,43,1,16,2,1
0,4,1081.278875041138,53,1,3,2,1
1,1,448.825947405875,47,1,18,4,1
2,0,2778.283450140712,26,1,7,3,0
3,2,442.7250738633255,21,0,3,2,0
1,3,2417.1141388683577,30,0,8,1,0
0,3,2096.892106280364,33,0,10,2,0
4,0,378.6163207889924,37,0,2,5,1
4,3,319.6225124204402,46,1,10,3,1
1,3,2023.3787679943505,47,0,18,3,0
3,1,667.7583934202634,68,1,8,4,1
2,2,2408.9807149907383,51,0,3,1,0
2,4,1532.574666518322,50,0,9,1,0
1,2,1458.339647650812,19,1,18,3,0
2,2,643.1750128739371,19,1,3,4,1
2,3,1289.2339722013894,37,0,18,4,1
1,1,1749.1777821442606,54,0,8,3,0
2,4,469.6357857269725,58,1,10,4,1
1,0,2237.764788825278,24,0,11,3,0
3,1,474.083815991749,54,1,12,3,1
4,4,2541.502977198169,41,0,14,1,0
2,2,2402.4471181427025,52,0,10,1,0
3,4,2675.1981323821446,36,0,10,2,0
2,1,154.40988054529043,47,1,15,1,1
4,4,1941.50239725617,52,1,11,3,1
0,2,2375.1497709598752,28,0,14,5,0
0,1,1171.265951422516,54,1,19,2,1
2,1,2906.6477820719206,24,1,2,3,0
1,1,287.1421067384201,20,0,2,3,0
3,1,1698.0485278109095,56,0,13,2,0
2,2,2645.5919081249103,45,1,10,1,1
2,4,952.1347523132952,41,1,2,3,1
2,2,1373.3580035869493,53,0,6,4,1
0,4,2904.6989980430944,48,0,6,4,1
3,4,2047.6942944050445,37,0,18,2,0
0,3,2136.429200603331,51,0,3,1,0
4,1,1053.0145786044277,35,1,18,3,1
1,4,1986.3857079401057,38,0,15,5,1
2,1,1778.2913454760542,61,1,13,4,1
4,4,767.5685494212456,40,1,5,1,1
0,4,767.8671112338235,27,1,7,2,0
1,1,539.2555024646664,41,1,18,1,1
4,0,2986.362622072593,28,1,8,3,0
2,2,318.065832960467,22,1,5,3,0
2,4,2641.8343167927137,60,1,13,4,1
2,0,1165.621058484357,64,0,10,4,1
2,3,776.456704163021,46,0,12,3,0
3,4,331.5777952655174,20,0,7,3,0
2,2,2002.008779349504,61,1,1,3,1
1,1,1209.7561187751282,55,0,12,2,0
2,0,1902.498673676031,48,0,11,2,0
1,1,405.09354335535534,37,0,9,5,1
0,0,1009.3553370975357,18,1,17,5,1
0,1,934.749454860436,42,0,18,1,0
3,0,2434.935880356494,23,0,2,5,0
4,3,900.1907984766314,67,1,12,2,1
0,4,1994.3415569265928,36,0,8,3,0
4,3,496.681900560319,44,0,6,2,0
4,0,1864.2610342341263,46,1,11,4,1
2,4,2973.987850510796,27,1,1,3,0
2,2,1131.2877453360973,44,0,15,5,1
4,3,464.1286746922057,45,0,10,3,0
4,0,2309.1750108698866,33,0,8,4,1
0,1,2405.100696274504,37,0,19,3,0
0,1,1092.131635950164,58,0,7,5,1
4,3,2366.9885292801946,24,1,13,2,0
3,2,384.6318565929283,20,0,5,2,0
3,4,535.1351169767803,57,1,14,4,1
3,1,1853.7670033847917,42,1,1,4,1
1,3,2896.1981762488326,29,1,15,3,0
4,4,393.0846782971136,61,1,12,5,1
0,3,650.1901675443326,44,0,5,2,0
4,4,1055.351860279737,28,0,3,5,0
4,3,2829.386572867809,49,0,11,3,0
1,3,282.7885166386284,31,0,15,5,1
4,4,597.4041814555087,48,1,6,2,1
1,0,433.00789014905416,35,0,6,1,0
4,1,928.146194562582,43,1,1,5,1
1,1,2961.1023398078173,59,0,14,3,0
3,0,1552.4017666166153,47,1,14,3,1
1,2,2389.703897990259,65,0,2,1,0
2,1,1047.5180611666042,50,0,14,2,0
3,4,1785.2979038874485,58,0,14,4,1
2,1,2128.728231427876,66,0,7,2,0
0,0,2798.283744448367,36,0,19,4,1
1,2,1963.044724822037,59,0,7,3,0
4,2,123.48352196907292,35,0,9,2,0
3,4,1969.795024343254,65,0,12,3,0
2,0,548.0428289159992,69,1,19,2,1
0,1,1617.1092929409665,41,1,2,4,1
2,2,1312.2061844258542,65,0,17,5,1
2,3,765.5926975221612,54,1,13,4,1
3,1,2008.6414753691804,66,0,19,2,0
2,3,719.044664089074,63,0,1,5,1
0,3,516.7107960982698,53,1,13,3,1
1,1,2962.167354204272,58,0,2,3,0
3,4,1292.4527436495828,66,0,16,3,0
4,4,604.8456767305623,66,1,8,4,1
4,0,2576.8580417451967,28,1,8,4,1
2,1,1288.9076727347351,45,1,15,2,1
0,0,106.47298278515164,66,0,15,3,0
2,3,2044.800858000592,45,1,5,5,1
1,4,627.6131260289609,64,1,1,1,1
1,0,2062.045262923589,46,1,14,3,1
1,2,1587.8847248070322,62,1,7,4,1
3,2,2744.4231980893637,36,1,15,5,1
4,0,2609.7760663526283,31,0,11,2,0
4,3,2932.096975740634,66,0,19,3,0
1,4,1471.2964175782065,58,1,10,1,1
0,2,732.7912592503915,31,0,7,2,0
3,4,1179.7708106945668,57,1,13,4,1
0,2,1353.829858929132,42,0,13,1,0
0,1,809.1014670403007,25,1,10,5,1
4,4,1446.4417167427005,53,0,10,1,0
2,4,2262.066805335513,65,1,19,2,1
0,2,2582.647691460883,29,1,15,1,0
4,0,327.2623779425145,37,0,14,3,0
0,3,1269.7441991753944,24,0,14,1,0
4,0,118.80068576334116,65,0,19,2,0
1,3,834.8470290223916,45,0,7,5,1
3,2,2500.792802439649,37,0,3,4,1
4,3,552.2277469875553,40,1,3,3,1
4,0,956.9067248995316,58,1,6,2,1
4,1,2962.0061600155127,44,1,18,1,1
2,3,322.9898951716212,56,1,19,5,1
4,1,207.39156035232872,66,0,18,1,0
2,4,2191.3452714469067,45,0,7,3,0
4,2,189.76804958716787,24,1,9,3,0
1,0,2837.5754717422774,44,1,2,3,1
1,1,1123.9823568126624,50,1,17,3,1
4,1,2615.839868388657,67,1,17,2,1
3,4,1679.2465774046912,21,0,13,4,0
2,2,445.3228367539507,55,0,4,3,0
4,2,1170.1888598763844,22,0,16,4,0
1,2,1824.0010248315864,58,0,10,2,0
2,0,1615.9734137523417,36,0,3,4,1
2,0,720.2606946514862,47,1,9,3,1
2,0,1308.900602714701,56,1,4,2,1
1,1,1018.1356596271908,34,1,16,1,1
2,3,2674.546602183135,67,0,8,2,0
1,0,867.5624629241065,35,1,7,2,1
2,0,1830.522012276536,53,1,14,3,1
4,2,200.95022916190268,55,1,7,2,1
0,3,373.81105134775095,58,1,19,5,1
0,3,1834.977829794784,59,1,3,1,1
4,4,2159.051394828484,57,0,6,1,0
0,4,2349.7009602718936,35,0,14,5,1
3,1,576.7043090351272,41,0,3,4,1
1,4,1768.0007055557087,28,1,11,4,1
3,4,470.7839164019681,58,0,13,3,0
4,1,2001.34541275961,62,0,8,3,0
3,4,1185.3871390974953,51,0,19,2,0
1,0,2553.984479943073,42,1,1,2,1
1,1,2345.0594490743933,30,0,12,2,0
1,1,696.911340932366,37,1,15,1,1
0,3,2685.3089753106183,35,0,3,2,0
0,0,2609.6931176717403,32,0,2,5,1
4,3,1347.876512349682,33,0,1,4,1
4,4,1753.786038783393,52,0,19,4,1
0,2,134.15405782645428,67,1,1,4,1
4,3,385.9699414881522,57,1,12,3,1
4,2,1436.278367206322,34,0,18,2,0
4,0,1203.8329163162014,33,0,19,4,1
3,0,285.4176827168834,24,1,3,2,0
2,1,2105.514750539378,61,0,16,3,0
0,1,1994.0435464682885,56,0,9,1,0
3,1,1996.9225038672648,29,0,4,3,0
1,2,1380.091528036073,33,0,18,3,0
2,1,2941.128860777099,24,1,17,1,0
1,0,2944.9840985745677,26,1,13,3,0
3,4,2873.2191456613414,28,1,10,4,1
1,4,2109.3365238257675,53,0,17,2,0
1,2,784.1817453634094,21,1,15,5,1
4,3,2085.6837682092605,52,1,4,5,1
0,3,1163.2424498126156,24,0,19,3,0
2,4,137.85580803531175,28,1,17,3,0
4,4,2308.284042358977,24,0,17,3,0
2,1,1274.5915734077143,30,1,11,1,0
4,3,2077.4903099160547,32,1,11,3,1
2,3,1243.937202566208,69,0,8,5,1
0,0,132.90209564815558,38,0,10,5,1
0,1,2504.780804413484,36,1,1,1,1
1,1,1211.068445179984,58,1,8,1,1
4,2,2160.5337716549257,64,1,6,4,1
0,0,2584.545562531319,43,1,5,2,1
1,0,454.53864927826334,40,1,7,3,1
4,2,2006.7874045016736,53,0,12,2,0
4,0,1697.578406941294,23,1,19,5,1
4,0,754.396208075872,22,0,13,2,0
1,1,1778.448224493749,38,1,13,5,1
1,1,613.506161617129,40,1,12,2,1
3,4,2468.0356113544503,62,1,5,3,1
2,4,2563.2555983254847,37,1,9,4,1
4,3,595.6218620365519,39,0,2,3,0
3,4,2207.4968345428924,20,0,19,2,0
4,0,2396.30220079868,49,1,5,2,1
2,4,2727.732358196228,37,1,11,4,1
2,3,1340.2091458873092,68,1,2,4,1
4,4,2896.057854829339,24,0,2,4,0
2,4,924.6760369706792,40,0,10,5,1
1,2,1301.4569206727838,32,1,8,2,1
3,3,1065.2500238218636,56,1,8,1,1
1,4,2062.9610349157338,34,0,2,3,0
0,1,2816.2645994865165,21,0,2,2,0
3,1,530.577998607709,34,1,12,5,1
1,0,2202.635764566027,23,1,9,1,0
3,2,2437.8393275102376,60,0,12,5,1
1,2,2041.9791353785704,46,1,9,5,1
4,1,1869.2018265064185,60,0,18,1,0
4,4,2680.2061347515178,58,1,15,4,1
0,2,2455.953812061566,39,1,3,1,1
4,3,2343.9669065636003,61,1,1,1,1
1,1,1462.3922570734494,51,1,17,3,1
3,3,2555.0041102058512,22,1,2,2,0
1,4,1054.9776695347994,37,1,1,1,1
1,2,1693.2197645227416,26,1,14,4,1
1,3,722.6860794269026,23,0,9,3,0
0,1,1174.7325230246192,31,0,4,4,1
1,3,2770.1090043466725,34,0,2,5,1
3,0,1361.368795329974,68,1,16,5,1
3,1,644.5226523475462,64,0,17,5,1
2,0,592.6944707960898,26,1,3,2,0
2,3,2614.9612054854665,24,1,18,2,0
4,4,1531.6926414234254,59,1,8,3,1
4,3,1697.7531066708104,29,0,9,2,0
2,3,1742.3010042429864,59,0,10,1,0
0,0,2953.2661671411884,66,1,11,2,1
0,2,2027.8328874838223,37,1,2,4,1
2,3,2184.7007629120976,49,0,9,3,0
1,1,2500.6868758762084,63,0,19,1,0
0,2,2921.825884696228,45,0,7,2,0
3,0,1860.0411780384147,39,1,3,5,1
2,2,2673.524707421265,47,0,8,2,0
0,4,1047.9177347113036,66,0,16,5,1
3,4,364.98610138879474,50,0,6,1,0
0,3,1452.5126534023605,49,0,4,2,0
2,2,1338.7767467405786,50,1,18,3,1
4,2,273.37580497588425,21,1,12,2,0
2,0,2336.099651118138,43,1,10,3,1
1,1,2272.935197383312,39,1,17,1,1
1,2,517.133484205153,57,0,7,5,1
3,4,1220.4745357413938,52,1,4,4,1
4,0,1004.4489804104649,41,0,5,2,0
3,4,286.31224186076145,57,1,2,4,1
0,0,2662.498032552364,22,0,8,5,0
4,4,388.0518842890251,57,0,7,5,1
4,3,489.5609288897399,43,0,15,2,0
2,3,761.5892004621816,64,0,12,2,0
4,0,2557.928913176863,44,0,18,3,0
1,3,886.1098222922358,60,0,16,3,0
3,4,1483.529432918466,23,1,14,1,0
3,3,2683.360504598391,39,0,8,5,1
0,1,2197.027576704414,30,1,4,5,1
4,1,1080.104226367408,66,1,17,4,1
2,2,917.361960993474,38,0,4,1,0
4,4,2735.2963797235875,43,1,3,3,1
0,2,2750.808081446325,67,0,7,1,0
2,3,2758.896516563925,32,0,10,1,0
1,0,2018.3981207274048,57,0,7,3,0
4,1,2468.625813165788,57,0,14,3,0
0,2,1820.2686854140711,31,0,8,4,1
3,1,1665.6977501200083,68,1,9,2,1
0,4,684.7709821598348,18,1,3,1,0
0,0,1881.2111429769768,54,1,16,1,1
4,4,1817.124948887684,39,0,9,3,0
2,0,2505.1933048341825,31,1,9,4,1
4,0,975.865424791138,59,1,9,1,1
4,0,1567.0830851429737,46,1,18,3,1
3,2,978.534974497134,31,1,3,5,1
2,3,204.1351226562349,20,0,14,4,0
0,0,1804.9695952241016,26,0,2,5,0
1,1,295.1534221250999,36,0,4,2,0
3,1,301.3791517758237,61,1,9,4,1
2,3,166.69654793289163,40,1,12,5,1
0,4,2687.717052474088,69,1,13,5,1
4,3,2636.4303448380147,38,0,11,2,0
2,4,341.49375903218765,68,0,12,3,0
4,0,1000.0089760720466,31,0,8,1,0
3,0,865.4139982737154,33,1,8,5,1
4,0,1117.6281710631893,28,1,14,4,1
4,4,2754.1671042124576,35,1,18,5,1
3,3,2350.006787620332,22,1,2,5,1
4,1,2152.176785232344,35,0,9,5,1
4,0,897.7580055290492,64,1,15,3,1
0,4,545.0540248617017,68,0,9,1,0
3,1,340.53242613626867,64,0,14,1,0
3,1,1453.9962995120866,31,1,16,2,1
4,3,213.7420547935732,26,1,15,4,1
2,4,343.07806654685146,27,1,12,3,0
0,2,146.30655374618306,43,1,4,2,1
0,1,490.74583060265024,31,1,15,1,1
1,0,690.9837863642776,59,0,1,5,1
0,0,2689.9337024193533,18,1,16,3,0
0,2,1861.0151526343425,50,1,4,5,1
0,4,1003.4542955913332,45,1,19,1,1
3,1,1828.804458333169,35,1,18,2,1
2,1,2821.458534698216,41,1,4,5,1
3,1,2871.046758095212,60,1,11,3,1
2,1,675.2290547514386,40,1,2,5,1
0,4,454.1152881305884,54,1,7,2,1
4,1,1173.1341941857636,67,1,13,4,1
0,2,2552.5199239975977,42,0,8,1,0
2,0,2408.61178366026,35,0,14,3,0
0,4,235.76394686382213,55,1,8,5,1
4,3,2159.7199849495287,52,0,1,1,0
3,2,1479.1965315936775,31,1,1,4,1
1,4,1685.163526667761,49,1,3,4,1
3,1,367.8185872969524,63,1,6,4,1
3,4,2614.0898617822263,65,1,18,4,1
1,0,2756.598249672364,40,1,18,2,1
0,1,1179.1099857939043,58,1,13,5,1
0,1,2591.545522014227,66,0,16,2,0
0,4,270.7090173101658,47,0,8,4,1
2,4,2015.731065914907,23,1,7,4,1
2,2,499.4252170162661,53,0,9,5,1
4,3,595.6429650430507,66,1,16,1,1
0,3,2500.160950761247,50,1,18,1,1
2,0,1367.0531916582293,25,0,14,1,0
4,0,1987.527721020817,28,0,12,1,0
4,4,310.2274731020032,51,1,6,4,1
4,2,308.17285635281826,44,1,13,1,1
1,3,997.3145907079764,40,1,17,5,1
4,0,1602.7636482740722,56,0,5,2,0
1,2,418.4781729444784,66,1,5,3,1
1,0,206.2019837274995,50,0,3,1,0
0,2,482.5211246154733,63,1,16,3,1
1,1,1065.479343310018,38,1,15,4,1
2,4,769.9662364819411,27,0,15,5,0
